sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,hclust_cluster,kmeans_cluster,cluster_consensus
GSM329739,3.335452094945192,2.504912879989744,28.17032099739035,15.892918098713768,-6.661986156267551,-6.409508222396199,6.262937640316089,16.222147508155967,-2.927298214153031,4.3302878503642015,3,3,0.7957234978675842
GSM329740,-11.603001273430309,47.32980460385741,-14.34800827461443,15.749351695843535,10.771534482899094,-4.77167968483761,2.39753391758016,6.578733897055431,-1.5130723847887557,-7.516716970181873,3,3,0.962922990322113
GSM329741,-7.944402258950373,23.41297060622055,25.73109934383709,6.050026498669298,-4.375802408232944,-2.908807332145617,-5.255980317975516,14.317796622416624,-7.1758572644852565,7.992873665918736,3,3,0.8943568468093872
GSM329742,1.070519716202878,-8.167975247253219,-3.1820742120165106,13.492609945914678,25.182893829896734,28.559435851580638,9.919928333097431,-0.3434240150108872,-10.678572216583769,2.5702108664262884,3,4,0.4385160207748413
GSM329743,-14.189879694224448,36.869620288353566,-10.464546493483484,10.266414610038849,11.313773217558817,4.144422284799318,8.15361683940142,3.5547611272424082,-0.16631658399645796,0.027825892018568995,3,3,0.9617141485214232
GSM329744,-1.800469412338146,26.010147647980137,16.319358492180694,9.285370956021728,8.890427182830928,-20.45878715329436,10.402122597096199,4.529944401476112,-20.174867441183835,3.028933024883883,3,3,0.9586841464042664
GSM329745,-24.97191656372733,37.65195816226076,15.847883139488884,-0.09583945921040507,26.27893415089748,5.4569618922136405,-3.8061100519710465,6.924992983875005,-10.822372356421637,3.653793659677017,3,3,0.9674422144889832
GSM329746,-11.868604438624514,30.718905277023808,-2.2134579588303005,16.09096782981467,6.922474606334297,-34.92600965412648,19.16904995029342,2.9701518403272402,-8.211568103317378,5.230541465732154,3,3,0.9629482626914978
GSM329747,-2.2602029331971067,25.724154243659783,-5.425531179865325,20.713463938548482,11.484898562576959,-23.05215608181716,8.437859860865315,18.23328424612411,-14.132911983041517,2.535559917130335,3,3,0.9593536853790284
GSM329748,-4.355494542563538,33.138625468436246,25.07331250305469,8.744313794431903,16.384717194355197,8.164855436485842,-9.262336616980221,9.60302188708426,-15.861947243176356,0.09155033766168028,3,3,0.961240828037262
GSM329749,-8.990895584711977,11.071752143596322,18.578514205716324,19.30888700601209,17.9906048958795,14.217387938230502,2.9740749404395084,7.587058287984774,-5.694958472030022,2.4081637113279406,3,3,0.9640723466873168
GSM329750,-27.028978840119965,50.29330141489934,-4.246122411143809,-0.16920891710400476,12.955599753136669,23.22659674393007,-14.466367963539808,10.269470334216921,-6.877672576318172,-10.402080340142817,3,3,0.96660178899765
GSM329751,-18.790843742174662,39.643927115381466,5.037904118363118,-14.12900851701904,13.383828058958859,1.8620466642691775,-11.981312021435178,15.609920972001316,-15.56690325875844,12.633362748713463,3,3,0.963371217250824
GSM329752,-11.426314652318696,32.607849786500445,15.377102474085834,-3.2447778497628725,14.565137221277086,-2.3780644296320252,1.7675376786578831,-1.6133350816668452,-18.263024253584074,-2.1715808522330957,3,3,0.9647551774978638
GSM329753,-17.814622777075805,17.7738844764506,1.47950482786994,7.623857530676597,21.66791761732741,-0.45379288069168494,17.903403802253536,10.264389976781908,-1.3601302755273854,3.3289664053896506,3,3,0.8994001150131226
GSM329754,-26.80476914449968,21.022777312423063,37.14818593273199,4.984890176119887,14.67460825571316,8.791444688924734,-8.365974838801362,2.602226264420233,-0.20093188463205688,-1.21554935502349,3,3,0.9637044072151184
GSM329755,-19.369493568400276,40.38228133805305,-9.60061030619528,11.825853511041304,15.755819688693023,-2.296993190919614,8.708344163346815,-1.3343712507136267,-13.46454372894898,-4.771217263669536,3,3,0.9632023572921752
GSM329756,-12.97545193014844,13.942458546507167,40.67243555324717,-2.846315554811731,17.845776568022256,16.33340653425725,-5.05065221574948,5.372391401831449,-5.382385423997931,7.784542671832874,3,3,0.9629095792770386
GSM329757,-10.75348333806379,37.089627347006534,8.307184406535406,17.46101455157003,10.173239624714077,-23.944809728549828,8.934820829136665,-2.9172299967087625,-6.931667154980213,0.24583857825635294,3,3,0.9619269371032716
GSM329758,6.144731230864762,20.743283691938476,-2.1246356396433965,9.996307360666126,27.12002251456039,15.67950413827754,3.9014573827614876,0.5173044296706653,-14.393991385257936,5.835195045866918,3,3,0.9075942635536194
