gene,representative_probe,n_probes_for_gene,mean_expression
MCM8-AS1,1557334_a_at,1,0.073856786
MCOLN1,219952_s_at,1,0.37386096
MCAT,213132_s_at,1,0.39638886
MCCC1,218440_at,1,0.5590997
MCEE,226238_at,1,0.41387048
MCEMP1,235568_at,1,0.5233369
MEST,202016_at,1,0.51803464
METAP1,212673_at,1,0.55940324
MEIG1,238158_at,1,0.20093648
MEIKIN,223918_at,1,0.11503841
MEIOB,237265_at,1,0.14802572
MCU,225320_at,1,0.46169895
MCUB,218802_at,1,0.59379566
MDFI,205375_at,1,0.27672544
METRNL,225955_at,1,0.49020076
METTL1,204027_s_at,1,0.3677932
METTL14-DT,1560495_at,1,0.183297
MCF2L-AS1,220354_at,1,0.16283761
MCF2L2,215112_x_at,1,0.0902181
MCHR2,224408_at,1,0.1861511
MBOAT1,227379_at,1,0.44115433
METTL18,213528_at,1,0.42280385
METTL21C,230331_at,1,0.15385175
METTL21EP,1560646_at,1,0.16253935
METTL23,225808_at,1,0.65743035
METTL25,229018_at,1,0.43428484
METTL25B,218914_at,1,0.37789574
MEOX1,205619_s_at,1,0.09363769
MEP1A,206000_at,1,0.05128122
MEP1B,207251_at,1,0.11811673
MBL2,207256_at,1,0.080483906
MBLAC1,1554170_a_at,1,0.2995188
MAT1A,205813_s_at,1,0.12238449
MATCAP1,1558041_a_at,1,0.3244215
MATCAP2,213424_at,1,0.14817168
MATK,206267_s_at,1,0.38178605
MC1R,205458_at,1,0.29313374
MC3R,221442_at,1,0.15890011
MC4R,221467_at,1,0.19075117
MC5R,208565_at,1,0.13251033
MB,204179_at,1,0.22486687
MB21D2,227599_at,1,0.24285232
MBD3L2,1552456_a_at,1,0.045550525
MEX3B,223627_at,1,0.20994635
MFAP1,203406_at,1,0.53503835
MFAP2,203417_at,1,0.26572397
MAST3,213045_at,1,0.47219124
MASTL,228468_at,1,0.46155632
MARCHF11-DT,1562645_at,1,0.06624622
MARCHF2,210075_at,1,0.45871523
MARCHF4,230112_at,1,0.07941856
MARCHF6-DT,229446_at,1,0.16522679
MATN3,206091_at,1,0.08434352
MATN4,207123_s_at,1,0.25479436
MARS2,243529_at,1,0.29519388
MFRP,224286_at,1,0.3472908
MFSD1,218109_s_at,1,0.67931694
MFSD10,209215_at,1,0.5487796
MFSD13A,219745_at,1,0.25887936
METTL27,1553778_at,1,0.16970466
MBIP,218411_s_at,1,0.48852
MBL1P,215110_at,1,0.07669957
MFSD14CP,224078_at,1,0.41587973
MFSD4A-AS1,1557474_at,1,0.11363656
MARCHF10-DT,1561436_at,1,0.16686986
MARCHF11,239359_at,1,0.14354914
MAPK10-AS1,1559344_at,1,0.18123992
MARCKSL1,200644_at,1,0.65319556
MARCO,205819_at,1,0.13824283
MFSD5,212861_at,1,0.46931696
MFSD6L,1552432_at,1,0.032243352
MGAM,206522_at,1,0.34702313
MGAM2,216666_at,1,0.18563718
MFAP4,212713_at,1,0.10017547
MFF-DT,1557862_at,1,0.10655451
MAS1,208210_at,1,0.1282355
MAS1L,234820_at,1,0.10002899
MAST1,217231_s_at,1,0.079507716
MAP2K1,202670_at,1,0.63073
MAP7D1,217943_s_at,1,0.5565753
MAP7D2,228262_at,1,0.14387187
MAP3K2-DT,239302_s_at,1,0.370233
MAP3K20-AS1,1558653_at,1,0.078097984
MAP3K21,228565_at,1,0.25994968
MAPK3,212046_x_at,1,0.50205004
MAPK8IP3-AS1,231334_at,1,0.23742321
MAP4K2,204936_at,1,0.38006568
MAP4K3,218311_at,1,0.42247513
MGAT4D,1569995_at,1,0.11182807
MGAT4EP,1570023_at,1,0.07479652
MGC15885,1569393_at,1,0.19572166
MGC16025,1553747_at,1,0.1139867
MGC27382,1570235_at,1,0.10417828
MFSD14A,225222_at,1,0.67390853
MICOS13,225823_at,1,0.5806753
MICU1,216903_s_at,1,0.485821
MGC2889,211718_at,1,0.108547054
MGC34796,240692_at,1,0.22225884
MGC4859,207775_at,1,0.09928794
MGC70870,242136_x_at,1,0.3953477
MGME1,225890_at,1,0.57076025
MGMT,204880_at,1,0.4773039
MGRN1,212576_at,1,0.56595033
MGST2,204168_at,1,0.5139828
MIA,206560_s_at,1,0.20875819
MGARP,223734_at,1,0.09472727
MGAT1,201126_s_at,1,0.53141344
MAP3K5-AS1,236785_at,1,0.037432484
MAP3K5-AS2,242714_at,1,0.3780691
MAP3K7CL,221211_s_at,1,0.32205883
MAP1LC3B2,234238_at,1,0.07310946
MAP1LC3C,221697_at,1,0.07308676
MAP1S,218522_s_at,1,0.4638177
MAML1,202360_at,1,0.5814481
MAMLD1,205088_at,1,0.20774311
MAMSTR,1557091_at,1,0.25236413
MAP3K10,206362_x_at,1,0.062735036
MAP3K14,205192_at,1,0.42104292
MAP3K14-AS1,1557783_at,1,0.11570341
MAP3K15,242581_at,1,0.17199501
MANBAL,224689_at,1,0.38622716
MANEAL,226132_s_at,1,0.27343595
MANF,202655_at,1,0.609822
MANSC1,220945_x_at,1,0.3455509
MICB,206247_at,1,0.5927337
MICOS10P1,215318_at,1,0.25851583
MAN1B1-DT,232420_x_at,1,0.5140883
MAN2B1,209166_s_at,1,0.6502796
MAN2B2,214703_s_at,1,0.49144402
MANBA,203778_at,1,0.494489
MAILR,230939_at,1,0.26766205
MAIP1,219176_at,1,0.5750073
MAJIN,231210_at,1,0.20353985
MAK16,211686_s_at,1,0.5264493
MAL,204777_s_at,1,0.41710132
MIEF2,235896_s_at,1,0.26669157
MIEN1,224447_s_at,1,0.6405768
MIF,217871_s_at,1,0.7766847
MIF-AS1,1556316_s_at,1,0.23414461
MICA-AS1,230937_at,1,0.4166471
MICAL1,218376_s_at,1,0.6624553
MAP10,232039_at,1,0.13734119
MAL2,224650_at,1,0.08863999
MALL,209373_at,1,0.15476978
MALRD1,242660_at,1,0.09856256
MAMDC2,228885_at,1,0.17600349
MAMDC4,229473_at,1,0.22110973
MAGEE2,1553254_at,1,0.15739274
MAGEF1,218176_at,1,0.473252
MAGEH1,218573_at,1,0.41558674
MAGEL2,219894_at,1,0.061620764
MAGI1-IT1,1561301_at,1,0.1490775
MINDY2-DT,1560827_at,1,0.25430816
MINPP1,209585_s_at,1,0.44333676
MICU2,212410_at,1,0.6625034
MICU3,238458_at,1,0.15540443
MID1IP1,218251_at,1,0.6476097
MIDEAS-AS1,243680_at,1,0.24188083
MIR3147HG,233511_at,1,0.31425607
MIR3150BHG,1556755_s_at,1,0.22940789
MIR31HG,1554097_a_at,1,0.20161754
MIOS-DT,244116_at,1,0.15606764
MIOX,224179_s_at,1,0.18172085
MIP,220863_at,1,0.1726295
MIR1-1HG,232892_at,1,0.17444427
MIR100HG,225381_at,1,0.065518685
MIR101-1,239130_at,1,0.35657075
MIR1244-1,216515_x_at,1,0.8245814
MIR155HG,229437_at,1,0.5136229
MIR17HG,233636_at,1,0.10806817
MIGA2,226356_at,1,0.47357497
MILIP,1559352_a_at,1,0.08752072
MILR1,217513_at,1,0.33223152
MINAR1,215081_at,1,0.12754144
MIR4453HG,231954_at,1,0.34728578
MIR181A2HG,232478_at,1,0.15525489
MIR18A,232291_at,1,0.34082723
MIR200CHG,240284_x_at,1,0.22925875
MIR2052HG,1561371_at,1,0.20737442
MAGI2-AS2,241146_at,1,0.08675523
MAGOH-DT,1556048_at,1,0.19804946
MAGEA6,214612_x_at,1,0.07828828
MAGEA8,210274_at,1,0.10906844
MAGEA9,210437_at,1,0.15708803
MAGEB1,207534_at,1,0.100850165
MAGEB18,1552913_at,1,0.068229325
MAGEB2,206218_at,1,0.17446971
MIR22HG,214696_at,1,0.5725425
MIR29B2CHG,228528_at,1,0.4886112
MIR3142HG,232504_at,1,0.24330245
MIR34BHG,1568906_at,1,0.068475164
MIR3663HG,1561328_at,1,0.108907856
MIR3682,229926_at,1,0.3690852
MIR3936HG,241899_at,1,0.25694948
MAGEB3,207579_at,1,0.10357297
MAGEB6,1552858_at,1,0.07146514
MAGEC1,206609_at,1,0.1513962
MAGEC3,216592_at,1,0.094922155
MAGED1,209014_at,1,0.6247908
MAEL,229475_at,1,0.13460205
MAF1,222998_at,1,0.60248643
MIR3976HG,233610_at,1,0.0935371
MIR4290HG,1561289_at,1,0.12105729
MIR4296,1561963_at,1,0.092531115
MIR4300HG,1557022_at,1,0.16923027
MIR4307HG,244608_at,1,0.102345176
MIR497HG,230353_at,1,0.28129908
MIR5188,238213_at,1,0.14258082
MIR548XHG,1561609_at,1,0.18473442
MAGEA1,207325_x_at,1,0.12441338
MAGEA10,210295_at,1,0.028345305
MAGEA11,210503_at,1,0.080126576
MAGEA12,210467_x_at,1,0.11546344
MAGEA3,209942_x_at,1,0.09994312
MAGEA4,214254_at,1,0.075947665
MACIR,221823_at,1,0.40793863
MACROD2-AS1,1562943_at,1,0.13736752
MIR622,216808_at,1,0.07873429
MIR663AHG,237670_at,1,0.050563373
MIR670HG,244136_at,1,0.15647496
MIR7515HG,231444_at,1,0.10971223
MIR34AHG,235571_at,1,0.2125475
MAD2L2,223234_at,1,0.5540244
MADCAM1,208037_s_at,1,0.28475678
MADD-AS1,240986_at,1,0.12171848
MAEA,207922_s_at,1,0.6291467
LYZL4,231306_at,1,0.27076504
LYZL6,207343_at,1,0.23290168
LZTR1,203412_at,1,0.4626284
LZTS1-AS1,1559880_at,1,0.11337945
MISP,212925_at,1,0.24023533
MISP3,1558412_at,1,0.24918656
MITD1,226329_s_at,1,0.5379084
MIX23,235244_at,1,0.43901584
MIXL1,231746_at,1,0.16922645
MIR4500HG,232848_at,1,0.075929545
MIR4527HG,1563178_at,1,0.08574391
MIR4755,224096_at,1,0.23496562
MKNK1-AS1,240810_at,1,0.17057624
LZTS3,204447_at,1,0.26083225
MAB21L1,206163_at,1,0.110070944
MAB21L3,1553333_at,1,0.076819144
MAB21L4,220149_at,1,0.19885017
LYPLAL1-AS1,239360_at,1,0.21898772
LYRM1,203897_at,1,0.6113816
MKRN3,206585_at,1,0.15501499
MKRN7P,217115_at,1,0.13881917
MLC1,213395_at,1,0.4011218
MIR924HG,240365_at,1,0.22575118
MIRLET7D,227793_at,1,0.40384388
MIS12,221559_s_at,1,0.5454541
MACROH2A2,218445_at,1,0.24665555
MAD1L1,204857_at,1,0.44724655
MAD2L1BP,203094_at,1,0.49735737
LYSET,213246_at,1,0.4594217
LYSMD1,232283_at,1,0.17178772
LYSMD2,226748_at,1,0.65422887
LYSMD3,226321_at,1,0.48400137
LYSMD4,228954_at,1,0.34986752
LYG1,236706_at,1,0.2812296
LYG2,1554398_at,1,0.12338609
LYL1,210044_s_at,1,0.63391864
LYNX1-SLURP2,1554179_s_at,1,0.2404181
LYPD1,212909_at,1,0.056177646
MLLT10P1,216828_at,1,0.15916274
MLLT11,211071_s_at,1,0.5331448
MLN,207473_at,1,0.2096865
MLNR,221365_at,1,0.10186453
MLPH,218211_s_at,1,0.31068295
MLST8,220587_s_at,1,0.4415073
LYPD6B,228360_at,1,0.105654545
LY6E,202145_at,1,0.48778886
LY6E-DT,1561850_at,1,0.21892819
LY6G5B,231777_at,1,0.34712803
LY6G5C,219860_at,1,0.32427186
LY6G6C,207114_at,1,0.29264042
LY6G6E,221338_at,1,0.18224275
MMEL1,1552930_at,1,0.35320678
MMEL1-AS1,1565729_at,1,0.17937738
MMGT1,225125_at,1,0.63558936
MMP1,204475_at,1,0.113653176
MMP10,205680_at,1,0.13150488
MLF2,200948_at,1,0.61777914
MLH1,202520_s_at,1,0.61568326
MLIP,235377_at,1,0.12783909
MLKL,238025_at,1,0.5175693
LY6H,206773_at,1,0.21808337
LY6S-AS1,1552793_at,1,0.12156152
LY75,205668_at,1,0.55507636
LY86,205859_at,1,0.573652
LY96,206584_at,1,0.47634095
LUARIS,1569659_at,1,0.18732445
LUNAR1,215679_at,1,0.23757173
MMP20,207599_at,1,0.068377286
MMP21,1552592_at,1,0.08684543
MMP23B,207118_s_at,1,0.07012951
MMP26,220541_at,1,0.17687531
MLXIPL,221163_s_at,1,0.20630027
MMACHC,211774_s_at,1,0.2539325
MMADHC,217883_at,1,0.76739836
LYPD3,204952_at,1,0.14818986
LYPD5,236039_at,1,0.16522522
MOCS2-DT,236076_at,1,0.12565054
MOCS3,206141_at,1,0.24920532
MMP27,220783_at,1,0.18880807
MMP3,205828_at,1,0.13675447
MMP7,204259_at,1,0.14568782
MMP9,203936_s_at,1,0.55915254
MMRN1,205612_at,1,0.20275532
MMS19,202167_s_at,1,0.53129506
MN1,205330_at,1,0.29369318
MNAT1,203565_s_at,1,0.3389234
MND1,223700_at,1,0.38344106
MNDA,204959_at,1,0.6038632
MNS1,219703_at,1,0.32196888
MMP12,204580_at,1,0.13882846
MMP13,205959_at,1,0.070198216
MMP17,206234_s_at,1,0.24393746
MOB2,223353_at,1,0.44584718
LTC4S,206480_at,1,0.28743094
LTF,202018_s_at,1,0.5606873
LSM2,209449_at,1,0.5348292
LSM6,205036_at,1,0.5867221
LURAP1,235214_at,1,0.24459836
LURAP1L,227443_at,1,0.15833041
LURAP1L-AS1,242893_at,1,0.10270333
LUZP2,215323_at,1,0.09595553
LUZP4,220665_at,1,0.17473222
LVRN,235382_at,1,0.10719816
LXN,218729_at,1,0.47990865
LY6D,206276_at,1,0.092423275
LTA,206975_at,1,0.18209618
LTA4H,208771_s_at,1,0.7632172
LTB4R2,220130_x_at,1,0.10114948
LSP1,203523_at,1,0.58239245
LSR,208190_s_at,1,0.32099953
LRRTM1,238815_at,1,0.15562092
LRRTM2,206408_at,1,0.22354214
LRRTM4,220345_at,1,0.10323446
LRRTM4-AS1,1570273_at,1,0.086964376
LRTM2,1558530_at,1,0.18891653
MORC1,220850_at,1,0.080714904
MORC2-AS1,230566_at,1,0.36304045
MORC3,213000_at,1,0.6228642
MORC4,219038_at,1,0.23273653
MORF4,221381_s_at,1,0.70078987
MNX1,214614_at,1,0.26183173
MNX1-AS1,236967_at,1,0.01656596
MOAP1,212508_at,1,0.69038326
MOB1B,225997_at,1,0.5752407
LSAMP-AS1,237027_at,1,0.15378699
LSM1,203534_at,1,0.6381895
LSM10,225593_at,1,0.5412738
LRRC8C-DT,231313_at,1,0.22450855
LRRC8D,218684_at,1,0.5590225
LRRCC1,231872_at,1,0.33812982
LRRD1,1569783_at,1,0.08909416
MOS,221367_at,1,0.20390025
MOSPD3,219070_s_at,1,0.41869235
MOGAT1,1553062_at,1,0.14367285
MOGAT3,234850_at,1,0.163644
MOGS,210627_s_at,1,0.39201304
MOK,205130_at,1,0.24396825
MON1A,224500_s_at,1,0.36490187
LSM7,204559_s_at,1,0.7411991
LSMEM2,237024_at,1,0.10111563
LRRIQ1,223817_at,1,0.12745608
LRRK2,229584_at,1,0.33760387
LRRN4CL,1556427_s_at,1,0.1748968
LRRC63,1569124_at,1,0.11773581
LRRC66,1568634_a_at,1,0.20184337
LRRC69,238214_at,1,0.19842637
LRRC70,238488_at,1,0.4763951
LRRC71,237251_at,1,0.17061806
LRRC72,244079_at,1,0.1573091
MPIG6B,221342_at,1,0.16637772
MPLKIP,225419_at,1,0.5966653
MPND,233651_s_at,1,0.44843614
MPP1,202974_at,1,0.6191558
MORN2,226790_at,1,0.32371116
MORN5,229976_at,1,0.24612316
LRWD1,225680_at,1,0.46293056
MPP3,206186_at,1,0.20724085
LRRC73,235935_at,1,0.14338566
LRRC74B,1569213_at,1,0.0704012
LRRC75A,229889_at,1,0.13401105
LRRC42,215084_s_at,1,0.3884178
LRRC45,226253_at,1,0.25402546
LRRC47,212904_at,1,0.6433733
LRRC49,219338_s_at,1,0.22825705
LRRC4B,239320_at,1,0.051790528
MPRIP-AS1,1570588_at,1,0.2465488
MPST,203524_s_at,1,0.5348131
MPV17,203466_at,1,0.47768307
MPV17L2,223473_at,1,0.35669354
MPZ,210280_at,1,0.26903093
MPG,203686_at,1,0.54239106
MPHOSPH10,212885_at,1,0.55121106
MRNIP,220341_s_at,1,0.36514616
MROCKI,1557359_at,1,0.22882318
MRAP-AS1,1560617_at,1,0.1398633
MRAP2,227226_at,1,0.13398838
MRC1,204438_at,1,0.303407
LRRC52,1556484_at,1,0.22310302
LRRC55,232856_at,1,0.052979697
LRRC56,232554_at,1,0.28691387
LRRC61,218907_s_at,1,0.26167053
LRRC37A8P,1563750_at,1,0.14905211
MRFAP1,226091_s_at,1,0.8054675
MRFAP1L1,212199_at,1,0.54204816
MRFAP1L2,225391_at,1,0.5022557
MRGBP,218586_at,1,0.4735099
MRGPRF,227727_at,1,0.15345293
MRGPRF-AS1,1560496_at,1,0.17677528
MRGPRX2,1553889_at,1,0.08280293
MRGPRX3,1553293_at,1,0.094435595
MRGPRX4,1553504_at,1,0.23213878
MRLN,231051_at,1,0.17921042
LRRC37B,229231_at,1,0.53750944
LRRC37BP1,216149_at,1,0.11349303
LRRC38,1558375_at,1,0.15210313
LRRC3B,229085_at,1,0.166401
LRRC3C,1557301_a_at,1,0.10704138
LRRC4,223552_at,1,0.16994166
LRRC18,1554331_a_at,1,0.19083796
LRRC19,220376_at,1,0.088454455
LRRC2-AS1,236731_at,1,0.075607605
LRRC20,218550_s_at,1,0.25339323
MRM1,219967_at,1,0.30296496
MRM3,218993_at,1,0.51398695
MRPL34,221692_s_at,1,0.5615225
MRPL36,224331_s_at,1,0.6393351
MROH6,227672_at,1,0.41426337
MROH7,214147_at,1,0.13040192
MROH9,221182_at,1,0.07779255
MRPL1,223154_at,1,0.56909716
MRPL10,224671_at,1,0.564527
MRPL11,219162_s_at,1,0.5381512
MRPL13,218049_s_at,1,0.54061234
MRPL14,225201_s_at,1,0.53714335
MRPL15,218027_at,1,0.59836835
MRPL16,217980_s_at,1,0.62938064
MRPL17,222216_s_at,1,0.4598305
MRPL18,217907_at,1,0.6106064
MRGPRG-AS1,1564439_a_at,1,0.27637443
MRGPRX1,1553401_at,1,0.15134907
MRPL49,201717_at,1,0.6198736
MRPL21,225315_at,1,0.57051545
MRPL22,218339_at,1,0.5638985
MRPL24,218270_at,1,0.495312
LRRC25,1559502_s_at,1,0.31525356
LRRC31,220622_at,1,0.07814954
LRRC32,203835_at,1,0.2397247
LRRC36,220003_at,1,0.16203818
LRP1B,219643_at,1,0.06750969
LRP4,212850_s_at,1,0.117453165
LRP5L,214873_at,1,0.41087958
MRPL27,224330_s_at,1,0.5193181
MRPL28,204599_s_at,1,0.47965997
MRPL3,208787_at,1,0.67210686
MRPL32,225260_s_at,1,0.6398777
MRPL33,203781_at,1,0.6883488
LRIT1,211353_at,1,0.061435327
LRMDA,223703_at,1,0.39187416
LPO,210682_at,1,0.18188176
LPP-AS2,1556827_at,1,0.14558616
LRAT,220317_at,1,0.11126622
LRP8-DT,1556261_a_at,1,0.103295825
LRRC10B,236666_s_at,1,0.15982349
LRFN5,230644_at,1,0.12302512
LRFN5-DT,240368_at,1,0.16100536
LRG1,228648_at,1,0.35167092
LRGUK,244710_at,1,0.18991394
LRIF1,220235_s_at,1,0.38618943
MRPL45,224479_s_at,1,0.5182232
MRPL45P2,237182_at,1,0.1163444
MRPL46,219244_s_at,1,0.46042466
MRPL48,218281_at,1,0.5217141
LPCAT1,201818_at,1,0.53853023
LPCAT3,202793_at,1,0.26598376
LPIN3,232966_at,1,0.14569926
LOH12CR2,236311_at,1,0.179092
LONP1,209017_s_at,1,0.5551242
LONRF3,220009_at,1,0.30280495
LRCH2,227688_at,1,0.06938615
LRFN1,232486_at,1,0.3051634
LRFN3,219346_at,1,0.16956384
LPA,207584_at,1,0.146781
LPAR4,206960_at,1,0.25341344
MRPS17,218982_s_at,1,0.508736
MRPL37,222993_at,1,0.56954694
MRPL40,203152_at,1,0.5691549
LRIG2-DT,1568892_at,1,0.23472613
LRIG3,226908_at,1,0.12093288
LORICRIN,207720_at,1,0.1571269
LOXHD1,241117_at,1,0.07355624
LOXL1,203570_at,1,0.2053897
LOXL1-AS1,232752_at,1,0.19956324
LOXL2-AS1,1562263_at,1,0.2468873
LOXL3,228253_at,1,0.37919384
LOC729218,231821_x_at,1,0.42561996
LOC729296,237805_at,1,0.081819445
LOC729815,217453_at,1,0.22872181
LOC729870,1560068_a_at,1,0.22024144
MRPS28,219819_s_at,1,0.47826108
MRPS34,218112_at,1,0.47130787
MRPS35,217942_at,1,0.59214306
MRPS36,224302_s_at,1,0.61224127
MRPL54,225797_at,1,0.6323331
MRPL58,204868_at,1,0.45828184
LOC645485,1560251_at,1,0.0900383
MSANTD2,221208_s_at,1,0.35818925
MSC,209928_s_at,1,0.20946145
MSC-AS1,228438_at,1,0.082700096
MSH2,209421_at,1,0.43096122
MSH4,210533_at,1,0.14924908
MRPS6,224919_at,1,0.598137
MRPS7,217932_at,1,0.52315056
MRPS9,226749_at,1,0.48552513
MRTFA-AS1,1564338_at,1,0.17187536
MS4A12,220834_at,1,0.06819554
MS4A14,229510_at,1,0.28341892
MS4A15,1564194_a_at,1,0.16341305
MRPS2,218001_at,1,0.48676088
MRPS21,222997_s_at,1,0.6983718
MRPS24,224948_at,1,0.73744965
MS4A5,220790_s_at,1,0.17712098
MS4A6E,231335_at,1,0.16334847
MS4A8,224355_s_at,1,0.06371189
MSANTD1,237434_x_at,1,0.22291881
LOC730098,230327_at,1,0.26222208
LOC730101,213248_at,1,0.20733465
LOC780529,231354_at,1,0.16533418
LOC84214,224123_at,1,0.21894
LOC91450,233418_at,1,0.17976527
LOC93429,232832_at,1,0.05609174
LOC93463,234861_at,1,0.08633413
LOC642361,228839_s_at,1,0.5574383
LOC642696,1564327_at,1,0.104960926
LOC644656,229870_at,1,0.36024773
LOC645188,1560895_at,1,0.080032445
LOC645261,1555400_at,1,0.16838776
MSL2,218733_at,1,0.6256769
LOC646736,1570289_at,1,0.14000942
LOC646903,237116_at,1,0.11808525
LOC652276,1553130_at,1,0.28883868
LOC654780,1562428_at,1,0.235479
LOC728024,239444_at,1,0.19760905
LOC728392,218380_at,1,0.5423002
LOC401442,1568827_at,1,0.19691059
LOC403312,1555002_at,1,0.08389216
LOC414300,1563221_at,1,0.08370947
LOC439933,1552987_a_at,1,0.121991865
LOC440570,242884_at,1,0.070750386
LOC441052,232443_at,1,0.122381106
MSLN,204885_s_at,1,0.16784449
MSMO1,209146_at,1,0.4866197
MSRB1,217977_at,1,0.54174834
MST1R,205455_at,1,0.22556221
MSTN,207145_at,1,0.07493588
LOC441081,1558011_at,1,0.3014365
LOC441179,239665_at,1,0.14268829
LOC442028,1561197_at,1,0.094254866
LOC497256,1560380_at,1,0.036439195
LOC550113,1556992_at,1,0.1251715
LOC574538,1562251_a_at,1,0.093684435
LOC613266,1559459_at,1,0.16245608
LOC389199,1554809_at,1,0.41956186
LOC389765,230815_at,1,0.3802108
MT1H,206461_x_at,1,0.5539072
MT1HL1,211456_x_at,1,0.57554424
MT1M,217546_at,1,0.08227257
MT2A,212185_x_at,1,0.69989645
MSI1,206333_at,1,0.07506553
MTA2,203444_s_at,1,0.27832028
MTARC1,218865_at,1,0.2820248
LOC400499,244889_at,1,0.23967941
LOC400541,1562568_at,1,0.088640355
LOC400622,1556435_at,1,0.1877994
LOC400748,1564401_at,1,0.107148215
LOC401324,1563586_at,1,0.06465356
LOC338694,1563042_at,1,0.15735567
LOC338963,1563878_a_at,1,0.22793242
LOC339166,1560455_at,1,0.12889643
LOC339298,1561277_at,1,0.16238096
LOC339352,1569835_at,1,0.06500239
LOC339539,1562496_at,1,0.15069316
MTCH1,221619_s_at,1,0.78938895
MTCL1,213358_at,1,0.33646822
MSS51,241793_at,1,0.28431523
LOC339975,1561323_at,1,0.07518493
LOC340090,1562492_at,1,0.058430422
LOC340184,1563589_at,1,0.12540516
LOC349160,233934_at,1,0.1648277
LOC375196,1556244_s_at,1,0.17142892
LOC284912,224117_at,1,0.182198
LOC284933,240754_at,1,0.10510175
LOC284950,1563680_at,1,0.061131753
LOC285191,1562632_at,1,0.21763803
LOC285422,1563685_at,1,0.050388925
LOC285638,1563489_at,1,0.25431755
MTFP1,223172_s_at,1,0.44942793
MTFR1L,224280_s_at,1,0.42991138
MTG1,212767_at,1,0.42098352
MT3,205970_at,1,0.2327521
MT4,217395_at,1,0.13975868
LOC285889,1562424_at,1,0.09276569
LOC286083,1561257_at,1,0.0658575
LOC286177,1562365_at,1,0.11414574
LOC286297,1556704_s_at,1,0.16278587
LOC286437,239762_at,1,0.3286867
LOC221946,1569739_at,1,0.13920939
LOC283038,1557591_at,1,0.05548878
LOC283194,1563867_at,1,0.21603994
LOC283387,1561233_at,1,0.19652225
LOC283683,217520_x_at,1,0.37935382
MTERF1,204871_at,1,0.34179965
MTERF3,219363_s_at,1,0.5246903
MTFMT,235689_at,1,0.36928394
LOC339593,1564049_at,1,0.09604244
LOC339666,1562841_at,1,0.17421827
LOC339685,1562264_at,1,0.08214889
LOC284379,1569006_at,1,0.114796706
LOC284412,230552_at,1,0.2487136
LOC284600,1559083_x_at,1,0.24174541
LOC284788,1557483_at,1,0.103259794
LOC284798,1561978_at,1,0.054871477
LOC284898,1562030_at,1,0.15361635
LOC112268140,1561113_at,1,0.17722173
LOC112268198,1560163_at,1,0.09751812
LOC114224,223797_at,1,0.43604916
LOC145474,230505_at,1,0.308401
LOC147004,1564203_at,1,0.24469168
LOC148696,232430_at,1,0.16768049
MTRES1,223576_at,1,0.384726
MTIF2,203095_at,1,0.5609524
MTLN,228614_at,1,0.4559078
LOC285819,1562388_at,1,0.14838344
LOC158434,1563827_at,1,0.16919172
LOC162137,1553914_at,1,0.18294345
LOC105379385,243248_at,1,0.08811716
LOC105379448,239025_at,1,0.18341823
LOC105379477,1560463_at,1,0.15942924
LOC105379524,1556195_a_at,1,0.2724571
LOC105379627,241449_at,1,0.10416351
MTUS2-AS1,1555188_at,1,0.2500703
MTX1,210386_s_at,1,0.6115654
MTX2,203517_at,1,0.45221636
MUC12-AS1,238180_at,1,0.20377873
MTMR8,220537_at,1,0.14552324
MTNR1A,221369_at,1,0.15659149
MTNR1B,208516_at,1,0.062077362
LOC283731,1560723_at,1,0.14209078
LOC284240,233474_at,1,0.10099225
LOC105378515,244337_at,1,0.036797952
LOC105378577,1556486_at,1,0.21932967
MVD,203027_s_at,1,0.17510681
MVP,202180_s_at,1,0.54372126
MX1,202086_at,1,0.5429809
MX2,204994_at,1,0.51535344
MXD3,221250_s_at,1,0.45591402
MXI1,202364_at,1,0.6749207
MUC16,220196_at,1,0.04027334
MUC19,1553436_at,1,0.19716494
MUC2,204673_at,1,0.19092648
MUCL1,1553602_at,1,0.19414754
MTTP,205675_at,1,0.08420583
LOC153910,1561085_at,1,0.30926722
LOC154761,227868_at,1,0.30230805
LOC157273,1563610_at,1,0.12988305
MUS81,218463_s_at,1,0.5064249
MUSTN1,226856_at,1,0.37424552
MUTYH,207727_s_at,1,0.53317803
MVB12A,227864_s_at,1,0.44748718
LOC107984035,224519_at,1,0.30642426
LOC107984399,1564229_at,1,0.21739845
LOC107984678,1562942_at,1,0.162013
LOC107984784,1562501_at,1,0.052632
LOC107985946,1562741_at,1,0.21317421
LOC107986876,1554194_at,1,0.117754295
LOC112268068,1569953_at,1,0.1857719
LOC105378146,244120_at,1,0.13121259
LOC105378231,1568932_at,1,0.1235276
LOC105378311,1561340_at,1,0.1410264
LOC105378367,233336_at,1,0.15360841
LOC105378419,1561557_at,1,0.14783143
LOC105377776,234424_at,1,0.13827996
LOC105377782,1556842_at,1,0.13492285
MYF5,207424_at,1,0.11348424
MYF6,206372_at,1,0.20026611
MYG1,218220_at,1,0.5006094
MYH1,205951_at,1,0.14159425
MXRA5,209596_at,1,0.17513497
MXRA8,213422_s_at,1,0.29799905
MYADML2,242378_at,1,0.1663812
MYBL2,201710_at,1,0.45618275
MYBPC1,214087_s_at,1,0.12852642
MYBPC2,206394_at,1,0.20456597
MYBPC3,208040_s_at,1,0.23696737
MYBPH,206304_at,1,0.10584294
